ts,run_id,component,operation,metric,value_ms,program_id,service_id
1787097114353,1787097114-282550036-10443,digital_service,post,decrypt_ms,0.004400,2,messaging-service
1787097114353,1787097114-282550036-10443,digital_service,post,storeLocalData_ms,0.546510,2,messaging-service
1787097114354,1787097114-282550036-10443,digital_service,post,post_total_ms,1.119482,2,messaging-service
1787097114365,1787097114-282550036-10443,integration_process,write,getServicePublicKey_ms,0.000080,2,messaging-service
1787097114365,1787097114-282550036-10443,integration_process,write,encrypt_ms,0.000400,2,messaging-service
1787097114365,1787097114-282550036-10443,integration_process,write,write_request_response_ms,19.140609,2,messaging-service
1787097114365,1787097114-282550036-10443,integration_process,write,write_act_total_ms,19.147050,2,messaging-service
1787097114365,1787097114-282550036-10443,integration_process,execute,execute_total_ms,83.058965,2,
1787097114380,1787097114-370894783-10444,digital_service,request,verifyCertificate_ms,0.004360,2,health-registry-service
1787097114384,1787097114-370894783-10444,digital_service,request,retrieveLocalData_ms,3.885495,2,health-registry-service
1787097114384,1787097114-370894783-10444,digital_service,request,encrypt_ms,0.005001,2,health-registry-service
1787097114385,1787097114-370894783-10444,digital_service,request,request_total_ms,4.550668,2,health-registry-service
1787097114396,1787097114-370894783-10444,integration_process,read,read_request_response_ms,25.674777,2,health-registry-service
1787097114396,1787097114-370894783-10444,integration_process,read,read_parse_ms,0.008040,2,health-registry-service
1787097114396,1787097114-370894783-10444,integration_process,read,decrypt_ms,0.000180,2,health-registry-service
1787097114396,1787097114-370894783-10444,integration_process,read,read_act_total_ms,25.692657,2,health-registry-service
1787097114403,1787097114-370894783-10444,digital_service,post,verifyCertificate_ms,0.004861,2,hospital-service
1787097114403,1787097114-370894783-10444,digital_service,post,decrypt_ms,0.004239,2,hospital-service
1787097114423,1787097114-370894783-10444,digital_service,post,storeLocalData_ms,19.456676,2,hospital-service
1787097114423,1787097114-370894783-10444,digital_service,post,post_total_ms,20.110189,2,hospital-service
1787097114435,1787097114-370894783-10444,integration_process,write,getServicePublicKey_ms,0.000080,2,hospital-service
1787097114435,1787097114-370894783-10444,integration_process,write,encrypt_ms,0.000259,2,hospital-service
1787097114435,1787097114-370894783-10444,integration_process,write,write_request_response_ms,38.329700,2,hospital-service
1787097114435,1787097114-370894783-10444,integration_process,write,write_act_total_ms,38.336280,2,hospital-service
1787097114441,1787097114-370894783-10444,digital_service,post,verifyCertificate_ms,0.005119,2,messaging-service
